Video Length : 1356
2,136.184850782,219.202286372,12.627744588|2,-32.230002800,162.142931415,13.463013253|3,-156.537469736,217.645185194,12.484023218|
2,132.964410772,219.495520178,12.635077927|2,-32.237650917,162.114217124,13.461988727|3,-152.933609262,216.590400476,12.431137292|
2,129.797809960,220.137093772,12.664477615|2,-32.274418948,162.210683770,13.472975406|3,-150.153523463,216.593062873,12.442083934|
2,126.375490540,220.994179174,12.692396962|2,-32.279984427,162.215564187,13.472795960|3,-147.643240011,216.851006812,12.458278482|
2,122.827103343,221.408705635,12.713024790|2,-32.337268980,162.229110132,13.473666127|3,-144.677238491,216.184683201,12.434161463|
2,119.059259409,221.506820003,12.719051506|2,-32.349204486,162.033077497,13.463330190|3,-141.401853228,214.467683354,12.351546630|
2,115.110695868,221.582757874,12.717205399|2,-32.348605257,162.030258407,13.462981225|3,-140.381129093,215.885818847,12.441664926|
2,110.542702287,220.574605502,12.651396989|2,-32.385736492,162.216598900,13.476035958|3,-137.643716147,214.611888086,12.372207415|
2,107.090357938,221.897543906,12.728609300|2,-32.388263829,162.235644266,13.477032310|3,-135.791551630,214.290270372,12.360944108|
2,103.153871931,222.076675006,12.743542404|2,-32.388263829,162.235644266,13.477032310|3,-134.714266887,214.547242148,12.388921490|
2,98.932618783,221.383248396,12.711825626|2,-32.402254056,162.052453955,13.470141470|3,-134.090131426,215.034402943,12.429767570|
2,-32.420604010,162.165031329,13.480523027|2,95.076820729,221.206334701,12.708365672|3,-132.521354200,213.681707368,12.358660346|
2,-32.399899289,162.007925498,13.467674888|2,91.498569133,221.600144175,12.737997011|3,-132.381184164,214.134484995,12.386977207|
2,-32.466052691,162.083790690,13.474816496|2,87.827995477,221.072382179,12.718650227|3,-132.446525298,214.211989973,12.392977723|
2,-32.465274609,161.959505475,13.467196363|2,84.647930957,221.336565759,12.742510887|3,-132.324042802,213.828594722,12.371207110|
2,-32.506954987,162.109133146,13.479699690|2,81.796409697,221.468888620,12.757792352|3,-133.482017975,214.844505528,12.423995203|
2,78.300049703,219.255305457,12.637524634|2,-32.534973934,162.197772616,13.486431301|3,-133.476252949,213.647011953,12.347182930|
2,76.004351438,219.388389785,12.657773452|2,-32.578334053,162.296423624,13.494123451|3,-136.154305500,216.180925725,12.488721671|
2,-32.656519155,162.285415218,13.493278611|2,73.972702460,219.042515377,12.650603273|3,-137.478693904,216.021639688,12.476330443|
2,-32.723939731,162.485022535,13.513269738|2,72.353505038,219.327333579,12.677365295|3,-138.908750815,215.542229683,12.439777194|
2,71.112582770,218.987624691,12.664201858|2,-32.724651727,162.490635900,13.513970616|3,-141.444077106,216.590412387,12.492308879|
2,-32.836527966,162.650009481,13.527547001|2,70.252526239,219.198450103,12.683501985|3,-143.627452920,216.562962867,12.487291295|
2,-32.850448214,162.514722079,13.523672906|2,69.802443922,219.272896776,12.688334344|3,-145.292523479,215.595589114,12.421695545|
2,69.793980323,219.253248089,12.687001931|2,-32.813299777,162.249335306,13.501499476|3,-147.803349665,215.707729648,12.419241683|
2,70.249432897,219.313939545,12.688007627|2,-32.822638821,162.355304263,13.504737907|3,-151.042352416,216.757314321,12.461764879|
2,-32.826604805,162.306596032,13.500580776|2,70.462359455,217.998492823,12.606646486|3,-154.515362552,217.725479872,12.511255725|
2,-32.859951699,162.386657749,13.507308565|2,72.153880933,219.237209443,12.672503087|3,-156.834369758,217.091394967,12.461962624|
2,-32.802922730,162.056325602,13.476095806|2,73.695981374,219.527496689,12.679712850|3,-159.545375426,216.608881502,12.429238301|
2,-32.803042234,162.056881529,13.476156135|2,75.728494628,219.857998636,12.690068717|3,-162.251417058,216.282389377,12.403918852|
2,77.835574398,219.389278468,12.647323365|2,-32.813166137,162.166646087,13.480049118|3,-166.173485889,217.600000405,12.464909629|
2,-32.770480071,161.958637868,13.458477451|2,81.025592525,221.336208470,12.746205599|3,-169.487891168,217.895151728,12.479641870|
2,-32.837649933,162.376688689,13.490507253|2,84.065945785,221.584480888,12.747654377|3,-172.222027676,217.582327661,12.459542778|
2,-32.837098400,162.374784305,13.490347591|2,87.610475225,222.584227978,12.801854215|3,-174.967044260,217.155728957,12.439246408|
2,-32.822639897,162.266775311,13.483003164|2,90.980265939,222.638526006,12.793377753|3,-177.812510629,216.949121614,12.431074189|
2,-32.808008987,162.253183514,13.481811065|2,94.580348180,222.408360186,12.769275886|3,-180.008298835,216.366930950,12.395118019|
2,-32.731631519,162.715275206,13.509166569|2,98.305418429,222.174332089,12.740653643|3,-182.934761937,217.002587342,12.426875291|
2,-32.707057936,162.620924926,13.493157827|2,102.489119736,222.775329416,12.765153515|3,-185.348002412,217.055945465,12.429097609|
2,-32.713179156,162.692316081,13.501034641|2,106.897768807,223.484474500,12.806865804|3,-187.491799232,216.923823155,12.427019234|
2,-32.608454844,162.488483825,13.483670331|2,111.521900389,224.440487039,12.860264975|3,-189.319058895,216.822321986,12.421814932|
2,-32.496965880,162.325609203,13.468277743|2,115.093524796,223.210518108,12.791611173|3,-190.563108680,216.362455028,12.398664696|
2,118.986283096,222.900639249,12.771456460|2,-32.530248600,162.677005162,13.486145268|3,-191.950870049,216.468941946,12.403661745|
2,-32.526438078,162.661870826,13.485037383|2,122.981037861,222.811184976,12.776130399|3,-192.381890613,215.713302769,12.363321773|
2,126.917739508,222.906105221,12.791213296|2,-32.526438078,162.661870826,13.485037383|3,-193.668623021,216.337502078,12.402744757|
2,130.278425366,222.321068842,12.765175833|2,-32.454597197,162.445324100,13.464812133|3,-194.048160617,216.377092462,12.404987390|
2,133.456117206,221.682972682,12.726814339|2,-32.262538722,162.360605813,13.438384292|3,-194.303230607,216.963143358,12.424276536|
2,-32.245613876,163.087477217,13.493049510|2,136.906499880,221.652652219,12.733458200|3,-193.228563317,216.394769193,12.385854878|
2,-32.232725654,163.107858345,13.490046099|2,139.577998249,221.040821981,12.705241071|3,-191.915841845,215.834649758,12.347798209|
2,-32.139034907,163.007683458,13.479942658|2,142.180062038,220.671311654,12.695462426|3,-191.240926010,216.360664722,12.373063316|
2,-32.131195203,163.039671109,13.474373146|2,144.194153367,220.132082642,12.669996360|3,-189.371727558,215.744035859,12.331804782|
2,146.111812841,219.914564206,12.657530118|2,-32.128495521,163.152515995,13.467512943|3,-187.481691732,215.652256134,12.313003362|
2,-32.132514590,163.408700621,13.481625425|2,147.453514686,219.266101260,12.624348905|3,-185.839702465,216.118977157,12.329625955|
2,-32.159376334,163.956989253,13.514487584|2,148.296073699,218.564165714,12.584267730|3,-184.235569078,216.940839473,12.367608335|
2,-32.078952431,163.767625933,13.486820705|2,148.918009871,218.219270763,12.563459813|3,-181.590715586,216.802553085,12.346151498|
2,149.050078608,217.932658296,12.541797512|2,-31.992662969,163.683970715,13.466522932|3,-179.315149600,217.344343711,12.362385059|
2,149.065914480,217.967809984,12.543880302|2,-31.952474005,163.675483206,13.465614998|3,-176.725470093,217.557040122,12.372278723|
2,-31.895727516,163.607596923,13.454169690|2,148.487530901,217.927078513,12.532562705|3,-173.628878693,217.293172956,12.352256656|
2,147.679765603,218.426700381,12.547265110|2,-31.872887907,163.796988445,13.460497512|3,-170.480515000,217.100980594,12.336384032|
2,146.276401306,218.744393902,12.546097626|2,-31.839659812,163.749842979,13.440475554|3,-168.781539979,218.914484087,12.428715174|
2,-31.835972234,164.000139871,13.447215746|2,144.628464082,219.328115733,12.559037044|3,-165.028600374,218.155177843,12.381467055|
2,-31.851920445,164.179505457,13.455606204|2,142.578061464,219.921524746,12.574812891|3,-162.049940159,218.296120502,12.388801485|
