Video Length : 1356
2,140.493587954,221.068306571,12.623088826|2,-31.819649734,164.064568346,13.445098038|3,-158.851811766,218.068565187,12.377641215|
2,137.711902949,221.593731129,12.631963049|2,-31.791983235,164.045890708,13.430914776|3,-155.680048271,218.035604826,12.376632463|
2,-31.811168074,164.243183578,13.446568680|2,134.563100405,221.926443796,12.634668739|3,-152.892023626,218.239950906,12.395566033|
2,131.139897862,222.158555627,12.627547776|2,-31.711546623,164.487845421,13.457156539|3,-149.620123934,217.743062730,12.372432580|
2,-31.743944359,165.149311226,13.500647237|2,127.836725069,222.861621030,12.648848730|3,-146.631797900,217.543686367,12.362424831|
2,124.510557288,223.476512703,12.667413714|2,-31.606938344,165.294266990,13.499430205|3,-143.739893663,217.342279644,12.355962250|
2,120.694473183,223.469675213,12.662722608|2,-31.619502870,165.384614537,13.507193289|3,-142.229416613,218.476223121,12.432108592|
2,117.235094290,224.528151660,12.713915511|2,-31.635140697,165.443499569,13.511818285|3,-138.709269003,216.336593706,12.317362768|
2,113.166229698,224.473439810,12.705660123|2,-31.626803555,165.438261921,13.509768018|3,-137.781743098,217.963022753,12.415899640|
2,109.237561090,224.908050967,12.726817863|2,-31.630545965,165.480388797,13.504844854|3,-134.690574709,215.603469133,12.285958872|
2,-31.673345409,165.757125119,13.519315233|2,104.782264894,224.256891951,12.688537174|3,-133.766614652,216.397277566,12.334554288|
2,-31.673872656,165.757841261,13.519371313|2,101.086477596,224.907588050,12.727199138|3,-133.030582931,216.956213577,12.370762830|
2,97.018448791,224.318302958,12.696524488|2,-31.647239083,165.604325390,13.504578781|3,-131.961926290,216.599734080,12.353443860|
2,93.825950746,225.550429356,12.769516622|2,-31.677509658,165.870256053,13.519629455|3,-132.662990971,218.767349320,12.477412750|
2,89.727058981,224.346855908,12.705712239|2,-31.648353283,165.763465534,13.510643002|3,-130.961235894,216.391814302,12.341971267|
2,86.645590249,224.813906722,12.743219055|2,-31.641442169,165.722604061,13.506460132|3,-131.146193762,216.670612325,12.358366650|
2,-31.642993913,165.734832295,13.507337359|2,83.686151362,224.983800848,12.763652865|3,-131.320770150,216.168851503,12.329258575|
2,80.669984188,224.120621599,12.724654039|2,-31.646855538,165.763512370,13.509427307|3,-133.576646933,218.708338077,12.474171294|
2,78.496850809,224.908523243,12.782810918|2,-31.646855538,165.763512370,13.509427307|3,-134.597470189,218.812675530,12.476596701|
2,75.562097907,222.698539527,12.663842385|2,-31.586432865,165.577988213,13.494408872|3,-136.097127170,219.103593091,12.484986522|
2,74.253568995,223.496471798,12.712852713|2,-31.586432865,165.577988213,13.494408872|3,-137.017109545,218.391403918,12.431853040|
2,72.653088582,222.766212633,12.680666203|2,-31.578479336,165.542085456,13.490631040|3,-139.178361758,218.941628191,12.456040762|
2,71.778084227,223.045832836,12.712003196|2,-31.558618143,165.374623894,13.480096775|3,-141.378050397,218.809392763,12.443769842|
2,70.849044784,222.645800627,12.692055310|2,-31.725190697,165.505488085,13.494083556|3,-143.443983032,218.388379951,12.412637806|
2,70.141015448,221.350695103,12.628064262|2,-31.810484898,164.910473109,13.454891445|3,-145.906651997,218.008370630,12.389752090|
2,-31.921351082,165.257055982,13.485512205|2,70.796633646,222.624014598,12.701966338|3,-149.459271990,219.330778731,12.459701677|
2,-32.227068684,165.912322966,13.544736856|2,71.374777576,222.752840454,12.710826195|3,-151.457997394,217.996639084,12.377013451|
2,72.279563512,222.463939233,12.691507565|2,-32.197943852,165.605645692,13.519704628|3,-154.003043703,217.474974139,12.341794855|
2,-32.304749939,165.397523114,13.510645215|2,73.687031293,222.464268874,12.686545017|3,-158.186276238,219.061552919,12.431362265|
2,-32.263389844,164.950152249,13.479841081|2,75.632536100,222.910838827,12.706207246|3,-161.912932556,219.824066834,12.475188835|
2,77.869886136,223.318109080,12.721589737|2,-32.310490422,165.094049875,13.492546255|3,-164.011043796,218.563630802,12.399644627|
2,-32.302442799,164.685233720,13.463229955|2,80.477568799,223.804558806,12.743302642|3,-167.661581350,219.172683759,12.436066813|
2,83.610938101,224.800556564,12.790222978|2,-32.432132621,164.840140814,13.481629332|3,-171.007837039,219.460793395,12.452967345|
2,86.582792393,224.712545560,12.779991904|2,-32.532568796,164.874258666,13.486874803|3,-173.776341379,219.026514880,12.429129428|
2,89.918717138,224.765731913,12.780053931|2,-32.614844941,164.933922766,13.501063369|3,-177.138566959,219.383257679,12.452421535|
2,93.965456626,225.825271802,12.829571673|2,-32.613535437,164.890737135,13.496638308|3,-179.395933850,218.658734499,12.411702874|
2,-32.613535437,164.890737135,13.496638308|2,97.472544093,225.434605291,12.797696699|3,-181.914877877,218.454233400,12.402540971|
2,101.310745764,225.144671181,12.780456273|2,-32.594549578,164.760177674,13.485939383|3,-184.668185502,218.667485473,12.419188768|
2,-32.708979010,164.962609935,13.515882837|2,105.424677143,225.577210220,12.808814003|3,-187.501683841,219.090231801,12.453665187|
2,-32.800760137,165.003996330,13.528142543|2,109.437285030,225.435090859,12.803982373|3,-189.614787116,218.937426785,12.455650611|
2,-32.845793677,164.803065047,13.513360138|2,113.746046562,225.988492080,12.837968495|3,-191.131817876,218.457939169,12.435305221|
2,-32.959259341,164.805000046,13.517227080|2,117.264403124,224.928336575,12.788307437|3,-192.625986038,218.273012031,12.431783357|
2,-33.034419538,164.589222009,13.502943289|2,120.906908949,224.344809350,12.762334485|3,-193.661052861,217.919834186,12.418112945|
2,124.624732778,224.029463137,12.754971363|2,-33.057362600,164.470254439,13.498912514|3,-194.084641337,217.310042934,12.388675635|
2,-33.071675489,164.355839141,13.492141471|2,128.712526671,224.638105400,12.802441577|3,-194.451209991,217.141627947,12.378976868|
2,-33.108753597,164.503646941,13.504324306|2,131.801630523,223.878607387,12.766066200|3,-194.656373129,217.243747292,12.384485388|
2,-33.206759010,164.473084105,13.501047840|2,134.488998236,222.745573715,12.718170069|3,-194.073521741,216.694350290,12.352679313|
2,137.126272534,221.952588802,12.694638922|2,-33.356113193,164.583597563,13.521371968|3,-194.153795985,217.225813898,12.385670050|
2,-33.464453341,164.181774775,13.496037802|2,139.767693975,221.847553450,12.703325172|3,-192.935446115,216.634249202,12.352142887|
2,142.137110360,221.635712855,12.703941421|2,-33.572839849,164.024471623,13.485974072|3,-192.354284355,217.144884875,12.382946740|
2,143.857375368,220.877705753,12.674030765|2,-33.628887198,163.933117838,13.482243897|3,-190.693477227,216.916394155,12.369074631|
2,145.622061562,220.731585313,12.675207875|2,-33.697601794,164.124344215,13.499986571|3,-189.240533452,217.316494352,12.389085280|
2,146.378473098,219.549946345,12.618763852|2,-33.696233352,164.055267156,13.496492646|3,-186.780712750,216.855106494,12.362838727|
2,147.429522087,219.542937605,12.625298763|2,-33.701616573,163.905471056,13.488361782|3,-184.638451272,217.019561405,12.371645970|
2,-33.739655769,163.974019990,13.502471913|2,147.190774791,218.235731361,12.556701356|3,-181.751157519,216.479324306,12.342144005|
2,-33.748299348,164.011476135,13.507787127|2,147.083151283,217.935054189,12.539893584|3,-178.448582699,215.751143206,12.300798610|
2,146.974302023,218.051137009,12.545985466|2,-33.685817246,163.786790312,13.489856919|3,-176.014858639,216.304730199,12.328581428|
2,146.341522571,218.473682864,12.563413846|2,-33.681996918,163.757440824,13.488503464|3,-173.349717068,216.621811767,12.345691465|
2,-33.656670223,163.692093782,13.483579795|2,144.634974190,217.896895776,12.523569481|3,-170.241159477,216.476881478,12.338377102|
2,-33.515329386,163.276083841,13.457929111|2,143.170314891,218.267170088,12.540947274|3,-168.407440010,217.999240392,12.431249663|
2,141.321205797,218.711065345,12.560807311|2,-33.499067558,163.165483995,13.460801557|3,-164.199693078,216.353124245,12.350548971|
2,-33.439619113,163.001562283,13.449506765|2,139.236446218,219.472004303,12.593930136|3,-161.876929540,217.208679569,12.410916639|
2,136.660210983,220.047497542,12.610843462|2,-33.485251238,163.394781966,13.483490780|3,-158.362906441,216.642375089,12.380192410|
2,133.766439237,220.530695710,12.624420166|2,-33.434719595,163.358609922,13.480645221|3,-154.290149935,215.068827040,12.295278045|
2,130.533228092,221.004734294,12.642965599|2,-33.445325928,163.320106126,13.478032900|3,-151.745368961,215.230577083,12.320625242|
2,-33.487479612,163.148810385,13.473637273|2,127.174382772,221.577114558,12.671059405|3,-149.874373271,216.308571497,12.395341869|
2,-33.567883735,163.174679516,13.483296276|2,123.528876339,221.863747397,12.683552134|3,-146.139889075,214.647015919,12.313706632|
2,-33.660640352,163.303857204,13.498372825|2,119.774454657,222.021113833,12.686201906|3,-144.597822762,215.724916452,12.388519935|
2,-33.660640352,163.303857204,13.498372825|2,115.801101101,221.847910689,12.668587350|3,-142.210949423,215.527237935,12.384455071|
2,-33.660640352,163.303857204,13.498372825|2,112.254961271,222.673301058,12.708757878|3,-140.684494289,216.090601407,12.425463772|
2,-33.655845739,163.407552367,13.506398295|2,108.057787149,222.165909229,12.679326390|3,-138.726634263,215.871858185,12.423072273|
2,104.193758678,222.662369653,12.705612523|2,-33.504834660,162.981342572,13.471374165|3,-136.515132758,214.932444034,12.375981197|
2,-33.402202552,162.764171348,13.453593451|2,100.353374147,222.819009808,12.717882547|3,-134.711820845,214.078210086,12.333487711|
2,96.636258760,222.819093115,12.723872944|2,-33.335202306,163.169239540,13.486459347|3,-133.871041170,214.330237034,12.355541565|
2,93.043940466,222.963868370,12.737322273|2,-33.334152151,163.355697174,13.501862924|3,-133.234435505,214.444786735,12.363093528|
2,89.129966425,222.112118181,12.697491530|2,-33.167490780,162.997811179,13.472257473|3,-133.012955121,214.784612361,12.383837108|
2,86.035907683,222.623287555,12.729815329|2,-33.136374713,163.038267805,13.470538012|3,-132.601056692,214.214980778,12.349364250|
2,82.722757116,222.059720575,12.706506490|2,-33.134096048,163.052659052,13.468953592|3,-133.192731116,214.829529816,12.380206949|
2,-33.134096048,163.052659052,13.468953592|2,79.762002184,221.719080272,12.699930385|3,-133.878575680,214.826983277,12.378849452|
2,-33.169300298,163.441402494,13.497883756|2,76.929111055,220.734948751,12.649069026|3,-134.459220638,214.448202511,12.345296430|
2,75.177075278,221.683747314,12.709666194|2,-33.118766843,163.330395183,13.481323001|3,-136.561853682,216.163449908,12.436278160|
2,-33.047090180,163.189338545,13.467316995|2,73.160980371,221.052342130,12.678552123|3,-137.598693113,215.756998913,12.397833846|
2,-33.054830774,163.370754264,13.473475898|2,71.828764798,221.436346629,12.702487757|3,-140.162829581,217.112290395,12.462115891|
2,70.165526968,219.730530728,12.614216646|2,-33.064099411,163.385040891,13.476137536|3,-142.239665921,217.356191612,12.470137633|
2,69.738689306,220.593640953,12.666125495|2,-33.064099411,163.385040891,13.476137536|3,-144.114252474,216.818348409,12.429679393|
2,69.730497626,220.910840882,12.684915754|2,-33.021998789,163.334666222,13.468792962|3,-145.755291553,215.972101066,12.364082154|
2,-32.966100829,163.541295756,13.469661948|2,69.789377263,221.011463573,12.681827912|3,-149.849983114,218.449231884,12.488429948|
2,70.083363183,220.076795724,12.619853326|2,-32.737978879,162.887685963,13.408889375|3,-152.867782697,219.084170741,12.508865506|
2,-32.784231372,163.694194991,13.462355067|2,71.550899385,221.118962873,12.667202638|3,-154.777652646,218.098114790,12.431935820|
2,-32.777259951,163.702523494,13.458590333|2,73.198814255,222.436814308,12.732064909|3,-157.751620815,218.284237493,12.431268620|
2,74.481696970,221.077888493,12.644415873|2,-32.803931455,164.506048905,13.521275588|3,-160.776992601,218.531613089,12.434818079|
2,77.311878439,223.128575168,12.748957215|2,-32.753500067,164.302605119,13.502409991|3,-164.094784066,218.907675709,12.454489764|
2,-32.648572514,164.224749570,13.491464429|2,79.687877917,222.803137582,12.717909164|3,-166.166457615,217.704631955,12.378925036|
2,-32.568004096,164.013317517,13.464617152|2,82.949661563,224.422599517,12.794405184|3,-169.362085957,218.121426210,12.392841992|
2,-32.575772522,164.186055119,13.477341275|2,86.057712974,224.628294698,12.797278111|3,-172.652069056,218.478580590,12.412394975|
2,88.812313353,223.462310763,12.718411127|2,-32.570175509,164.167518702,13.471477180|3,-175.560584667,218.433093547,12.405935836|
2,92.716061716,224.472951625,12.765784502|2,-32.558814205,164.202021645,13.471759796|3,-177.801643158,217.730216020,12.365405437|
2,96.967221113,226.009128796,12.842844069|2,-32.521459491,164.111902220,13.458090685|3,-180.074861195,217.163662844,12.329957406|
2,100.730076025,225.867121378,12.824076097|2,-32.545795864,164.403822892,13.470990460|3,-183.195282594,217.885203676,12.368850439|
2,104.620014643,225.672268334,12.813983095|2,-32.548480748,164.398010316,13.471053502|3,-185.710623995,217.995913015,12.380685954|
2,108.570347420,225.413863676,12.797624088|2,-32.545310184,164.376836406,13.469698874|3,-187.929466185,218.143097412,12.392918642|
2,-32.489804367,164.377904953,13.466359905|2,112.949260487,226.026140571,12.830136838|3,-189.784926328,218.165688626,12.394609586|
2,-32.509657792,164.497178289,13.472950911|2,116.852539232,225.638025340,12.808557189|3,-191.154033200,218.001282865,12.385916274|
2,-32.443023623,164.200627143,13.442283421|2,120.620751617,225.164992062,12.782123941|3,-192.374474963,218.015388817,12.386805333|
2,-32.450875855,164.280182100,13.448618178|2,124.341500922,224.693034971,12.762685954|3,-192.582696777,217.125708793,12.341745712|
2,-32.321940047,163.942000386,13.420573876|2,128.022445884,224.427318634,12.755681772|3,-193.503632951,217.553439239,12.368991789|
2,-32.323344040,164.133273970,13.433704192|2,131.820937199,224.616389682,12.773401063|3,-193.330173468,217.168933678,12.346665671|
2,-32.205666018,164.045260898,13.422103160|2,135.039436355,224.115698906,12.755540488|3,-192.827353665,216.864178548,12.327726605|
2,137.520316188,222.866584360,12.701058554|2,-32.206228841,164.048013242,13.422398642|3,-191.969795549,216.406150478,12.301214488|
2,140.218228073,222.413698270,12.687635907|2,-32.206354896,164.048090584,13.422384177|3,-191.541828226,216.866479650,12.324712922|
2,142.389584770,221.759149646,12.666120239|2,-32.218128606,164.051302744,13.422896587|3,-190.242501354,216.535322501,12.304822006|
2,-32.393379942,164.290659868,13.442673006|2,144.757617419,222.019633572,12.691969131|3,-189.824342579,217.575187311,12.357196740|
2,-32.436727767,164.465218074,13.456879188|2,146.121899120,221.121712763,12.651629354|3,-187.341074539,216.747771601,12.303125845|
2,-32.540593639,164.630409222,13.471242444|2,147.261617255,220.540365936,12.627294110|3,-185.344543361,216.660671299,12.295414622|
2,-32.559942370,164.694688710,13.476431199|2,147.878998042,219.771548796,12.591560453|3,-183.128876352,216.643550105,12.292712667|
2,-32.640124807,164.846983847,13.489785763|2,148.299224586,219.539145061,12.580079613|3,-181.347476799,217.322944130,12.329947616|
2,148.222572815,219.172343932,12.560050708|2,-32.699879548,164.677296058,13.479342311|3,-178.946812889,217.471483283,12.339649537|
2,148.261128007,219.535165536,12.574925179|2,-32.702662404,164.715892333,13.482702626|3,-176.049723640,217.387005136,12.331102313|
2,146.970224897,218.700736954,12.523101738|2,-32.695800925,164.671162358,13.479213304|3,-172.921490015,217.021350889,12.311641337|
2,146.144396512,219.335828532,12.555727409|2,-32.718770429,164.726009277,13.485211474|3,-170.683457517,217.834315100,12.363407552|
2,145.007146289,220.236215140,12.602690528|2,-32.795834592,164.384041998,13.467083538|3,-167.789682383,217.750658864,12.364714025|
2,-32.867220359,164.493429075,13.482365712|2,142.813052244,220.204081171,12.593112063|3,-164.667982548,217.451000737,12.352961791|
2,-32.826059477,164.176459822,13.456174449|2,141.010996177,221.502775752,12.647883740|3,-160.437393111,215.894567190,12.264787638|
2,137.880071333,221.074938095,12.608646042|2,-32.818975935,164.118144986,13.451333665|3,-157.769062534,216.292837706,12.293157598|
2,135.450643808,222.037989060,12.654984776|2,-32.832835492,164.216497175,13.459395615|3,-155.364428182,217.120068941,12.349415394|
2,132.371715420,222.447490017,12.666390870|2,-32.791136346,164.169743524,13.456888596|3,-151.975385600,216.519743306,12.319937923|
2,-32.788419477,164.146410448,13.457172388|2,128.924918266,222.757363521,12.672492138|3,-150.692713470,218.585306168,12.451110769|
2,125.027781879,222.506974687,12.651155323|2,-32.811582059,164.233036649,13.467567597|3,-148.051618017,218.645684985,12.466517682|
2,122.083931093,223.858723172,12.722504987|2,-32.821184617,164.259766290,13.472440375|3,-144.637442194,217.151617021,12.394234142|
2,-32.821099270,164.259175071,13.472391696|2,118.077559072,223.554899143,12.696241784|3,-141.872348661,216.521271769,12.365032984|
2,-32.795230838,164.163234119,13.464459924|2,114.401653494,224.065007757,12.722814690|3,-140.412021927,217.593354968,12.436776372|
2,110.392975503,224.063617440,12.719471501|2,-32.749708379,164.067528759,13.456783977|3,-138.421199663,217.399206419,12.432063030|
2,-32.695754854,164.058633640,13.454934531|2,106.476067819,224.374421431,12.731444933|3,-135.474223554,215.315345156,12.319637587|
2,-32.676738912,164.081323905,13.454634391|2,102.099085438,223.673193882,12.694090185|3,-134.197188750,215.362566308,12.328372433|
2,-32.667046168,164.130361090,13.458431015|2,98.199347469,223.450393147,12.685669858|3,-133.070389865,215.210301189,12.324954291|
2,-32.667046168,164.130361090,13.458431015|2,94.296476046,223.222340108,12.681085040|3,-132.706035738,215.595647027,12.354170073|
2,91.123754045,224.100475252,12.745026989|2,-32.649631563,163.972904098,13.450537259|3,-132.475688504,215.875871623,12.378761498|
2,-32.629140945,164.005688027,13.455985128|2,87.731960809,224.077358820,12.753412463|3,-132.054632395,215.369672584,12.352014129|
2,-32.621057219,163.980540454,13.454065443|2,84.010299129,222.746518958,12.686107987|3,-132.791776451,216.305974650,12.405722573|
2,80.582304886,221.321388537,12.616280859|2,-32.709394360,164.590302297,13.504618412|3,-133.067752515,215.798354881,12.375338231|
2,-32.709394360,164.590302297,13.504618412|2,78.530822156,222.667170691,12.701003706|3,-134.383903838,216.708433993,12.420916327|
2,75.891214989,221.409651575,12.640831257|2,-32.604662616,164.330673719,13.482898007|3,-135.597903017,217.099365161,12.437309852|
2,-32.361162773,163.701596481,13.435177106|2,74.100365188,221.558681627,12.665193991|3,-136.466380526,216.354264313,12.394405127|
2,-32.384620003,164.064206079,13.466059821|2,72.598961820,221.330772197,12.660991121|3,-138.784960407,217.675887175,12.464228792|
2,71.659149858,221.763025543,12.691054568|2,-32.301355985,163.848285072,13.448517170|3,-140.107652242,216.943986210,12.411158887|
2,70.618442796,220.908784802,12.649069674|2,-32.343300903,164.252322856,13.483068985|3,-142.702234358,217.559914449,12.438804090|
2,-32.283073384,164.344078410,13.491298449|2,70.155491528,220.674216970,12.635664657|3,-145.421314636,218.357089401,12.473746280|
2,-32.251030037,164.293785102,13.479198190|2,70.410778006,221.482102616,12.677228545|3,-146.455268251,216.449032457,12.346097479|
2,70.745673359,221.023080172,12.648855157|2,-32.184182934,164.255094291,13.474709399|3,-149.984868877,217.819765174,12.415369491|
2,-32.210174254,164.329127272,13.485154097|2,71.791156018,221.650359297,12.689422100|3,-152.946380918,217.918666923,12.421486456|
2,72.434254778,220.534429565,12.619257323|2,-32.191068824,164.098802731,13.468266602|3,-156.162266144,218.154170573,12.431818525|
2,-32.152252480,163.979727392,13.453288575|2,74.602683215,221.862634323,12.678086722|3,-158.489600159,217.542579997,12.377717016|
2,-32.172573440,164.127131510,13.465498076|2,76.446538330,221.526488476,12.652238479|3,-162.505521205,218.904918051,12.453991027|
2,-32.194355482,164.319345112,13.483970357|2,78.713051476,221.234823766,12.631416490|3,-165.455258054,218.691532219,12.442331779|
2,81.759484097,222.776987876,12.710629908|2,-32.185715071,164.254734629,13.479949620|3,-169.093601935,219.350204373,12.479234764|
2,84.474152845,222.405214620,12.682453505|2,-32.235494528,164.348880037,13.492214647|3,-171.594784152,218.436259850,12.429981746|
2,-32.340455938,164.453051307,13.502427234|2,87.856418604,223.274615835,12.722221830|3,-174.188993195,217.824459551,12.396441606|
2,91.684224084,224.367245964,12.772610506|2,-32.319041340,164.295247113,13.488933971|3,-177.211130492,217.970112707,12.402447500|
2,95.538058911,225.025941625,12.802286122|2,-32.319153305,164.296277323,13.488972141|3,-179.533028651,217.368852299,12.372028652|
2,99.160024895,224.600696330,12.775423553|2,-32.302374904,164.166037189,13.479324776|3,-182.213348188,217.398755003,12.379199873|
2,102.824365455,224.064507105,12.734131200|2,-32.306173256,164.166187505,13.478315530|3,-185.022691998,217.882424477,12.406335957|
2,107.013708064,224.505702682,12.755727891|2,-32.305883414,164.164125118,13.478146243|3,-187.556927447,218.230020204,12.427750002|
2,110.990448492,224.430273333,12.753558100|2,-32.305883414,164.164125118,13.478146243|3,-188.666443060,217.108538394,12.370161693|
2,-32.303949075,163.941283292,13.461688292|2,114.609844463,223.506115781,12.710821952|3,-191.181806321,217.869179529,12.425343341|
2,119.107551513,224.536216759,12.775888263|2,-32.303757056,163.765182120,13.453909499|3,-191.977872789,217.076439258,12.385457272|
2,-32.381367450,164.043970333,13.477212172|2,123.138176308,224.659684788,12.791302685|3,-192.477119563,216.353737510,12.349324181|
2,-32.474786089,164.007883121,13.474335541|2,126.649043895,224.194136186,12.768665034|3,-193.219207910,216.380023149,12.350168965|
2,-32.474350200,164.003014608,13.474286908|2,130.151866149,223.742792423,12.758743056|3,-193.678014291,216.545670338,12.360470133|
2,133.524790439,223.570701788,12.764773691|2,-32.501038447,164.011828734,13.482965933|3,-193.603092261,216.310152141,12.352366021|
2,-32.447682070,163.649912671,13.450405791|2,136.367587171,222.927919020,12.735530244|3,-193.391244136,216.415914374,12.353166579|
2,-32.614222843,164.245818919,13.498593098|2,139.311088895,222.875988066,12.744682911|3,-192.223058739,215.844986084,12.320009003|
2,-32.827427189,164.601849869,13.529578479|2,141.363704954,221.887813031,12.704729906|3,-191.593417017,216.125491670,12.335522785|
2,144.029377998,222.293039173,12.740711805|2,-32.829441219,164.312465117,13.509536883|3,-190.060322154,215.900421879,12.317862754|
2,145.426626786,221.200548953,12.689817832|2,-32.800391208,164.040694351,13.487387816|3,-188.459951263,215.914973591,12.314405173|
2,146.730925339,220.532829888,12.666686664|2,-32.805661808,163.930691967,13.484195723|3,-186.316436720,215.572920858,12.295788143|
2,-32.880933966,164.018263668,13.494813770|2,147.682999246,220.031826395,12.648963767|3,-183.701920886,214.932408039,12.258510875|
2,-32.992379951,163.904973140,13.486672197|2,147.746015381,219.077108059,12.599463616|3,-181.744251552,215.269682438,12.275736083|
2,-33.158697720,164.108012498,13.506002353|2,147.807620884,218.678951567,12.581737189|3,-179.880927070,216.050539741,12.316939622|
2,-33.173719905,163.918993655,13.497192927|2,147.468608445,218.366724350,12.565935885|3,-176.855319916,215.629846230,12.293181610|
2,147.001675012,218.524450501,12.574431449|2,-33.242143894,163.996629181,13.511114045|3,-173.965093812,215.477650617,12.285543684|
2,145.981919545,218.689807457,12.578490198|2,-33.261239707,163.818483332,13.497250008|3,-171.168246234,215.514528877,12.289804732|
2,144.963657050,219.363919376,12.615426816|2,-33.285692951,163.755523062,13.505333652|3,-168.361752097,215.612018992,12.305890354|
2,-33.313371389,163.585121406,13.497020613|2,142.736354812,218.961866336,12.585151816|3,-165.422702090,215.562425750,12.310955936|
2,141.304966471,220.312353275,12.657493829|2,-33.309573597,163.370705768,13.485818001|3,-163.194685298,216.587872369,12.377006515|
2,138.659361171,220.496577549,12.660513595|2,-33.368956352,163.458625942,13.501312356|3,-160.508441173,216.944240980,12.408531290|
2,-33.386412020,163.221590210,13.481452489|2,135.884135191,221.085008728,12.677998587|3,-157.365937805,216.636849079,12.398792703|
2,-33.375515371,163.080374913,13.470095661|2,132.614596076,221.174168909,12.672744676|3,-153.422149215,215.223595838,12.321848009|
2,129.219226402,221.309946326,12.677047208|2,-33.378390927,162.888813729,13.466534765|3,-151.208917825,215.956537021,12.380254015|
2,-33.376208531,162.691872073,13.469151551|2,125.910992666,221.770662599,12.702039376|3,-147.872178399,214.966211985,12.344548020|
2,122.353392199,222.030933106,12.707161524|2,-33.342368495,162.564872277,13.458557885|3,-145.404137042,215.320016007,12.373368249|
2,118.741528066,222.309988469,12.716379466|2,-33.295559842,162.470081778,13.450245273|3,-143.570680812,216.022846882,12.423470472|
2,114.489016578,221.494313628,12.667185181|2,-33.201261890,162.177031721,13.426568736|3,-141.071984888,215.591116740,12.410838603|
2,111.030202615,222.430422055,12.722846093|2,-33.260455887,162.669058275,13.476283799|3,-139.734724323,216.254812258,12.466072858|
2,106.702781170,222.068088805,12.701156950|2,-33.308042868,162.846911669,13.491129122|3,-136.517615056,213.725727973,12.328292912|
2,-33.297075493,162.754863204,13.488146468|2,102.780035673,222.256001305,12.716515055|3,-135.340716082,214.008218684,12.358043865|
2,99.047533431,222.557441392,12.739453626|2,-33.286904927,162.701532414,13.486880229|3,-134.838852671,214.951891983,12.419707180|
2,95.230370651,222.270501050,12.728874111|2,-33.182747571,162.426491661,13.467086356|3,-133.777244402,214.707476860,12.410571298|
2,91.666326653,222.483754490,12.753437387|2,-33.210017861,162.574533440,13.485639919|3,-132.799841390,213.981512613,12.375472413|
2,88.119296033,222.207937660,12.746943271|2,-33.185983278,162.480901926,13.478215434|3,-133.137658135,214.863725368,12.426251601|
2,-33.263105251,162.878906154,13.514202363|2,84.672631708,221.836089471,12.740938716|3,-132.553000645,213.623376743,12.356106836|
2,81.155234878,220.565623842,12.687215577|2,-33.239246851,162.524024545,13.502348499|3,-133.098209331,213.616074495,12.362553484|
2,78.274904378,219.775711878,12.654805035|2,-33.327639752,162.797090426,13.525586056|3,-134.188462423,214.041293072,12.386982032|
2,-33.297666305,162.418780404,13.494101963|2,76.263792455,221.114200188,12.743281163|3,-134.739899061,213.269748927,12.338854415|
2,-33.304368271,162.436722089,13.498032551|2,73.605591431,219.342824633,12.651747844|3,-136.632815876,214.235964917,12.394378588|
2,72.151930868,219.458239002,12.673097715|2,-33.245805036,162.197854863,13.489775457|3,-137.052621116,212.572125947,12.295697834|
2,-33.213238135,162.547471266,13.518505928|2,70.557507834,218.312935953,12.610995350|3,-140.493245181,215.274173195,12.446403549|
2,-33.108384744,162.123994548,13.491374803|2,70.310100390,219.758796498,12.703084718|3,-142.455529594,215.349686024,12.447298065|
2,69.933282696,219.834540907,12.709138091|2,-32.812543788,161.776486905,13.463710134|3,-145.358434785,216.434814363,12.501751313|
2,-32.573115981,162.069833088,13.487637454|2,69.568194076,218.239282432,12.616789768|3,-147.518765784,216.586179075,12.501916829|
2,-32.284032119,161.863930288,13.467171885|2,70.977532131,220.521587615,12.743973362|3,-149.838159195,216.745533240,12.491067976|
2,-32.016977927,162.056837209,13.479535209|2,71.828621130,220.206899228,12.720525227|3,-152.209520771,216.482107034,12.470061904|
2,-31.870273614,161.923313852,13.467738879|2,72.630018548,219.224692135,12.658545572|3,-153.583072312,214.693159397,12.351989558|
2,-31.759227429,162.099431650,13.483205346|2,74.560335776,219.688203965,12.679318770|3,-157.317752716,215.884311852,12.417634846|
2,-31.672745098,162.222637250,13.493166921|2,76.979115244,221.527201153,12.775226162|3,-160.437879544,216.074248588,12.423151028|
2,78.614994601,220.067659675,12.682064119|2,-31.687753663,162.354967305,13.503847222|3,-163.353413197,215.767992298,12.402297386|
2,-31.767681267,162.602490202,13.526112383|2,81.737072599,221.811880972,12.778081963|3,-166.366302979,215.473202723,12.385683934|
2,83.761286106,219.809581777,12.653632404|2,-31.800890181,162.553027935,13.525775738|3,-170.239001218,216.397775229,12.440939933|
2,-31.833312091,162.317263901,13.508671113|2,87.324176453,221.331144126,12.730723911|3,-173.562313992,216.682924406,12.458043874|
2,-31.804497095,162.077053368,13.491080130|2,91.160214352,222.539752022,12.794120835|3,-175.886914415,215.888504839,12.414821753|
2,-31.809887110,162.043049675,13.492315660|2,94.330738223,221.560216277,12.731223149|3,-177.847354114,214.760010150,12.355439290|
2,-31.786140770,162.026950996,13.493716333|2,98.461919944,222.372785178,12.772561307|3,-180.712239596,214.974473745,12.372886487|
2,-31.737996894,161.934508506,13.485756266|2,102.485710688,222.622606301,12.781256159|3,-183.845905744,215.750809994,12.419625425|
